image_id,source,pid,prolificId,condition,word,week,trialIndex,image_path,description,visible_text,recognizability,description_model,is_valid_image,width,height,embedding_row,generated_at
human__P260_week1_3,participant,P260,66783a069dc29fa9467adadb,draw-anti-ai,business,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/66783a069dc29fa9467adadb/metaphor/2_business.png,"A city street with several tall buildings, a central building with windows and a rooftop antenna, and a small car or taxi parked at the base.",,uncertain,gpt-5.4-mini-2026-03-17,True,1500,1500,,2026-08-19T20:06:57.434115+00:00
human__P260_week1_4,participant,P260,66783a069dc29fa9467adadb,draw-anti-ai,struggle,week1,4,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/66783a069dc29fa9467adadb/metaphor/3_struggle.png,"A person stands holding a large sack labeled ""20 KG"".",20|KG,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:06:58.579829+00:00
human__P260_week2_1,participant,P260,66783a069dc29fa9467adadb,draw-anti-ai,protection,week2,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/66783a069dc29fa9467adadb/metaphor/0_protection.png,A person sits beside a large triangular slice of pizza with a burst shape around it and arrows pointing toward it.,,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:29:00.658000+00:00
human__P260_week2_2,participant,P260,66783a069dc29fa9467adadb,draw-anti-ai,servant,week2,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/66783a069dc29fa9467adadb/metaphor/1_servant.png,A person in a wheeled chair is pushing or pulling another person lying on the ground near a bucket.,,uncertain,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:29:01.881756+00:00
human__P260_week2_3,participant,P260,66783a069dc29fa9467adadb,draw-anti-ai,business,week2,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/66783a069dc29fa9467adadb/metaphor/2_business.png,A person in a suit stands beside a large building while an arrow points upward toward tall city buildings.,,uncertain,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:29:03.103636+00:00
human__P260_week2_4,participant,P260,66783a069dc29fa9467adadb,draw-anti-ai,struggle,week2,4,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/66783a069dc29fa9467adadb/metaphor/3_struggle.png,A person lies on a bench press lifting a barbell with large weights on both ends.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:29:03.983354+00:00
human__P262_week1_0,participant,P262,69fbc3bece087d8c93abd3db,draw-no-ai,desire,week1,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69fbc3bece087d8c93abd3db/metaphor/0_desire.png,A steaming bowl or cup of soup or noodles with a flower-shaped garnish on top.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:21:45.212476+00:00
human__P262_week1_1,participant,P262,69fbc3bece087d8c93abd3db,draw-no-ai,magic,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69fbc3bece087d8c93abd3db/metaphor/1_magic.png,"A cigarette stands beside a large ashtray or tray with two cigarettes or cigarette packs on it, with a small burst of smoke or emphasis marks above the cigarette.",,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:21:46.472950+00:00
human__P262_week1_2,participant,P262,69fbc3bece087d8c93abd3db,draw-no-ai,darkness,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69fbc3bece087d8c93abd3db/metaphor/2_darkness.png,A tall building with four windows and a door stands beside a smaller building or signpost with a person at the entrance.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:21:47.762759+00:00
human__P262_week1_3,participant,P262,69fbc3bece087d8c93abd3db,draw-no-ai,aversion,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69fbc3bece087d8c93abd3db/metaphor/3_aversion.png,Two tall vertical poles stand side by side with arrows at the top pointing outward in opposite directions.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:21:48.957034+00:00
human__P264_week1_1,participant,P264,5b70252c99982e000145ccf7,draw-ai-fewer,magic,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/5b70252c99982e000145ccf7/metaphor/0_magic.png,"A person stands on a curved road or hill beside a speech bubble that says ""SHALL NOT PASS.""",SHALL NOT PASS,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:01:53.995683+00:00
human__P264_week1_2,participant,P264,5b70252c99982e000145ccf7,draw-ai-fewer,accident,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/5b70252c99982e000145ccf7/metaphor/1_accident.png,Two tipped-over barrels or cans lie on the ground with debris spilled between them.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:01:55.027600+00:00
human__P264_week1_3,participant,P264,5b70252c99982e000145ccf7,draw-ai-fewer,servant,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/5b70252c99982e000145ccf7/metaphor/2_servant.png,A person’s face is shown beside a speech bubble saying “AS U WISH.”,AS|U|WISH,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:01:56.183437+00:00
human__P264_week1_4,participant,P264,5b70252c99982e000145ccf7,draw-ai-fewer,energy,week1,4,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/5b70252c99982e000145ccf7/metaphor/3_energy.png,A person sits cross-legged in a meditative pose with both hands raised and palms up.,,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:01:57.219508+00:00
human__P264_week2_1,participant,P264,5b70252c99982e000145ccf7,draw-ai-fewer,magic,week2,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/5b70252c99982e000145ccf7/metaphor/0_magic.png,A wizard in a pointed hat holds up a staff or wand with spark lines while carrying a bag or bundle at his side.,,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:26:32.187378+00:00
human__P264_week2_2,participant,P264,5b70252c99982e000145ccf7,draw-ai-fewer,accident,week2,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/5b70252c99982e000145ccf7/metaphor/1_accident.png,"A person is seen through a window or glass door, with diagonal reflections across the pane.",,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:26:33.171228+00:00
human__P264_week2_3,participant,P264,5b70252c99982e000145ccf7,draw-ai-fewer,servant,week2,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/5b70252c99982e000145ccf7/metaphor/2_servant.png,A person with a speech bubble stands beside a flying saucer or UFO.,your|ANT|MUSIC,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:26:34.572525+00:00
human__P264_week2_4,participant,P264,5b70252c99982e000145ccf7,draw-ai-fewer,energy,week2,4,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/5b70252c99982e000145ccf7/metaphor/3_energy.png,A battery stands upright with a lightning bolt symbol on its front and a shadow cast to the right.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:26:35.945972+00:00
human__P266_week1_0,participant,P266,5f9765e68112f6137e06db5d,draw-ai-fewer,competition,week1,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/5f9765e68112f6137e06db5d/metaphor/0_competition.png,Two cars are parked in front of a finish line sign.,FINISH,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:03:38.309190+00:00
human__P266_week1_1,participant,P266,5f9765e68112f6137e06db5d,draw-ai-fewer,accident,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/5f9765e68112f6137e06db5d/metaphor/1_accident.png,A worried person sits at a table with a plate of food and a spilled drink or sauce in front of them.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:03:39.586819+00:00
human__P266_week1_2,participant,P266,5f9765e68112f6137e06db5d,draw-ai-fewer,abyss,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/5f9765e68112f6137e06db5d/metaphor/2_abyss.png,"A large oval container or dish is filled with tangled scribbles, with two fish-shaped symbols drawn above it.",,uncertain,gpt-5.4-mini-2026-03-17,True,1500,1500,,2026-08-19T20:03:40.477277+00:00
human__P266_week1_3,participant,P266,5f9765e68112f6137e06db5d,draw-ai-fewer,magic,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/5f9765e68112f6137e06db5d/metaphor/3_magic.png,"A person wearing a top hat and tie poses with raised hands among flowers, stars, and swirling decorative shapes.",,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:03:41.535048+00:00
human__P266_week2_0,participant,P266,5f9765e68112f6137e06db5d,draw-ai-fewer,competition,week2,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/5f9765e68112f6137e06db5d/metaphor/0_competition.png,A crowd watches two runners on a track or road near a large building with a sign reading META.,META,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:26:59.747040+00:00
human__P266_week2_1,participant,P266,5f9765e68112f6137e06db5d,draw-ai-fewer,accident,week2,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/5f9765e68112f6137e06db5d/metaphor/1_accident.png,A startled four-legged animal with large ears is crouching or running while a much larger animal’s leg and foot step down beside it.,,uncertain,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:27:00.747899+00:00
human__P266_week2_2,participant,P266,5f9765e68112f6137e06db5d,draw-ai-fewer,abyss,week2,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/5f9765e68112f6137e06db5d/metaphor/2_abyss.png,A cat lies curled up in a bed or cushion.,CAT,clear,gpt-5.4-mini-2026-03-17,True,1000,1000,,2026-08-19T20:27:01.791515+00:00
human__P266_week2_3,participant,P266,5f9765e68112f6137e06db5d,draw-ai-fewer,magic,week2,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/5f9765e68112f6137e06db5d/metaphor/3_magic.png,A hand holds a pen or brush drawing curved lines and star and flower shapes.,,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:27:02.908506+00:00
human__P267_week1_0,participant,P267,6091d92d49af9298af3007d5,draw-ai-fewer,darkness,week1,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/6091d92d49af9298af3007d5/metaphor/0_darkness.png,A streetlamp stands in front of a fence with a cloud overhead.,,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:04:11.862592+00:00
human__P267_week1_1,participant,P267,6091d92d49af9298af3007d5,draw-ai-fewer,servant,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/6091d92d49af9298af3007d5/metaphor/1_servant.png,A person hangs upside down from a horizontal bar with their legs hooked over it and a frowning face.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:04:12.910186+00:00
human__P267_week1_2,participant,P267,6091d92d49af9298af3007d5,draw-ai-fewer,energy,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/6091d92d49af9298af3007d5/metaphor/2_energy.png,A battery with a lightning bolt symbol on its front and plus and minus signs near the corners.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:04:14.073733+00:00
human__P267_week1_3,participant,P267,6091d92d49af9298af3007d5,draw-ai-fewer,control,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/6091d92d49af9298af3007d5/metaphor/3_control.png,A person is skiing downhill with crossed skis and poles raised overhead.,,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:04:15.062244+00:00
human__P274_week1_1,participant,P274,669eb709554e753adddffe01,draw-anti-ai,struggle,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/669eb709554e753adddffe01/metaphor/0_struggle.png,"A person stands beside a desk while holding a phone or remote and thinking about a large empty speech bubble, with a question mark floating nearby.",,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:07:54.366792+00:00
human__P274_week1_2,participant,P274,669eb709554e753adddffe01,draw-anti-ai,energy,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/669eb709554e753adddffe01/metaphor/1_energy.png,A can of stimulant beverage with a large Z on the label.,ENERGY DRINK|Z,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:07:56.779533+00:00
human__P274_week1_3,participant,P274,669eb709554e753adddffe01,draw-anti-ai,servant,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/669eb709554e753adddffe01/metaphor/2_servant.png,A person wearing a hat and bow tie holds a tray with a bowl and spoon while facing a seated person with long hair.,,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:07:57.640906+00:00
human__P274_week1_4,participant,P274,669eb709554e753adddffe01,draw-anti-ai,competition,week1,4,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/669eb709554e753adddffe01/metaphor/3_competition.png,"Three stick figures run toward a finish line, with the rightmost runner crossing first and a large number 1 marking the winner.",FINISH|1,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:07:58.707441+00:00
human__P280_week1_0,participant,P280,697a617c5a65b0190b2fd918,draw-ai-many,disease,week1,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/697a617c5a65b0190b2fd918/metaphor/0_disease.png,A spiky round sea urchin with several protruding spines and small appendages.,,uncertain,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:13:40.777216+00:00
human__P280_week1_1,participant,P280,697a617c5a65b0190b2fd918,draw-ai-many,accident,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/697a617c5a65b0190b2fd918/metaphor/1_accident.png,"Two cars are colliding on a road, with one vehicle hitting the side of the other.",,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:13:41.812667+00:00
human__P280_week1_2,participant,P280,697a617c5a65b0190b2fd918,draw-ai-many,business,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/697a617c5a65b0190b2fd918/metaphor/2_business.png,A briefcase with a handle and clasp is shown next to a rising bar chart with an upward arrow.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:13:42.799124+00:00
human__P280_week1_3,participant,P280,697a617c5a65b0190b2fd918,draw-ai-many,desire,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/697a617c5a65b0190b2fd918/metaphor/3_desire.png,"A person thinks about money, shown by a dollar sign in a thought bubble above their head.",,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:13:43.918249+00:00
human__P282_week1_0,participant,P282,698082f6dfbf6cd0a3d6584b,draw-ai-fewer,struggle,week1,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/698082f6dfbf6cd0a3d6584b/metaphor/0_struggle.png,"The word ""stingle"" is written diagonally across the page.",stingle,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:14:57.288210+00:00
human__P282_week1_1,participant,P282,698082f6dfbf6cd0a3d6584b,draw-ai-fewer,darkness,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/698082f6dfbf6cd0a3d6584b/metaphor/1_darkness.png,A stick figure holds a small object in one hand while looking sad.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:14:58.407396+00:00
human__P282_week1_2,participant,P282,698082f6dfbf6cd0a3d6584b,draw-ai-fewer,magic,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/698082f6dfbf6cd0a3d6584b/metaphor/2_magic.png,A stick figure smiles while extending one arm toward two small star-shaped marks.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:14:59.620288+00:00
human__P282_week1_3,participant,P282,698082f6dfbf6cd0a3d6584b,draw-ai-fewer,contamination,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/698082f6dfbf6cd0a3d6584b/metaphor/3_contamination.png,A building with a door is connected by a long bridge or walkway to a cluster of tall trees or poles on the right.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:15:01.059819+00:00
human__P285_week1_0,participant,P285,698dedf17ec307ec8519bc0f,draw-no-ai,contamination,week1,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/698dedf17ec307ec8519bc0f/metaphor/0_contamination.png,A car drives past several factory buildings with smokestacks releasing smoke.,,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:18:08.951993+00:00
human__P285_week1_1,participant,P285,698dedf17ec307ec8519bc0f,draw-no-ai,journey,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/698dedf17ec307ec8519bc0f/metaphor/1_journey.png,"A map shows a dashed route connecting two location pins, passing by two trees and a pond or lake.",,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:18:10.008640+00:00
human__P285_week1_2,participant,P285,698dedf17ec307ec8519bc0f,draw-no-ai,control,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/698dedf17ec307ec8519bc0f/metaphor/2_control.png,A person stands with one arm raised overhead while another hand hangs down at their side.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:18:11.332765+00:00
human__P285_week1_3,participant,P285,698dedf17ec307ec8519bc0f,draw-no-ai,business,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/698dedf17ec307ec8519bc0f/metaphor/3_business.png,"Two people shake hands across a gap, each wearing a suit sleeve with a cuff.",,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:18:12.450701+00:00
human__P285_week2_0,participant,P285,698dedf17ec307ec8519bc0f,draw-no-ai,contamination,week2,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/698dedf17ec307ec8519bc0f/metaphor/0_contamination.png,Two brick chimneys rise from rooftops with smoke drifting upward into the sky.,,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:36:06.272201+00:00
human__P285_week2_1,participant,P285,698dedf17ec307ec8519bc0f,draw-no-ai,journey,week2,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/698dedf17ec307ec8519bc0f/metaphor/1_journey.png,"A car drives on a road through mountains under the sun and clouds, with a small building or fence at the roadside.",,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:36:07.281048+00:00
human__P285_week2_2,participant,P285,698dedf17ec307ec8519bc0f,draw-no-ai,control,week2,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/698dedf17ec307ec8519bc0f/metaphor/2_control.png,Two hands hold a round fruit between the palms and fingers.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:36:08.278920+00:00
human__P285_week2_3,participant,P285,698dedf17ec307ec8519bc0f,draw-no-ai,business,week2,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/698dedf17ec307ec8519bc0f/metaphor/3_business.png,A hand holds a sword above a chart with a rising line and a dollar sign in a box.,,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:36:09.310237+00:00
human__P287_week1_1,participant,P287,69e8f515ddc16d9db852076f,draw-no-ai,business,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69e8f515ddc16d9db852076f/metaphor/0_business.png,"A supermarket building with a large roof and the sign ""SUPERMERCADO VENCEDOR"" above two entrance doors.",SUPERMERCADO VENCEDOR,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:20:37.826043+00:00
human__P287_week1_2,participant,P287,69e8f515ddc16d9db852076f,draw-no-ai,journey,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69e8f515ddc16d9db852076f/metaphor/1_journey.png,A person carrying a briefcase walks toward a building with a sign above the entrance.,NUNES ADVOCACIA,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:20:38.931067+00:00
human__P287_week1_3,participant,P287,69e8f515ddc16d9db852076f,draw-no-ai,protection,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69e8f515ddc16d9db852076f/metaphor/2_protection.png,A person stands beside a cat while holding a large rectangular object.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:20:40.128395+00:00
human__P287_week1_4,participant,P287,69e8f515ddc16d9db852076f,draw-no-ai,accident,week1,4,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69e8f515ddc16d9db852076f/metaphor/3_accident.png,A person stands beneath a hanging ceiling fan while another person with spiky hair stands nearby.,,uncertain,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:20:41.177109+00:00
human__P289_week1_1,participant,P289,69f51ac40b8325daeec5b518,draw-no-ai,control,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69f51ac40b8325daeec5b518/metaphor/0_control.png,A person stands in a game screen while a game controller below is connected by a line and an arrow points upward toward the screen.,P1|Game,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:21:15.928612+00:00
human__P289_week1_2,participant,P289,69f51ac40b8325daeec5b518,draw-no-ai,aversion,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69f51ac40b8325daeec5b518/metaphor/1_aversion.png,A stop sign and a help sign stand near a road with arrows pointing toward a globe inside a rectangular frame and a small object flying in from the upper right.,stop|help,uncertain,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:21:16.983955+00:00
human__P289_week1_3,participant,P289,69f51ac40b8325daeec5b518,draw-no-ai,darkness,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69f51ac40b8325daeec5b518/metaphor/2_darkness.png,A stick figure holds a trumpet or horn while standing beside a large crowd of overlapping people or objects.,,uncertain,gpt-5.4-mini-2026-03-17,True,1000,1000,,2026-08-19T20:21:17.942158+00:00
human__P289_week1_4,participant,P289,69f51ac40b8325daeec5b518,draw-no-ai,magic,week1,4,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69f51ac40b8325daeec5b518/metaphor/3_magic.png,"A stick figure wearing a tall hat stands facing a mouse with large ears and outstretched arms, with a small burst or plant-like mark on the ground between them.",,uncertain,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:21:19.237341+00:00
human__P289_week2_1,participant,P289,69f51ac40b8325daeec5b518,draw-no-ai,control,week2,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/69f51ac40b8325daeec5b518/metaphor/0_control.png,A television on a stand is connected by a cable to a game pad with buttons and antennae.,P1,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:37:39.322059+00:00
human__P289_week2_2,participant,P289,69f51ac40b8325daeec5b518,draw-no-ai,aversion,week2,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/69f51ac40b8325daeec5b518/metaphor/1_aversion.png,A stop sign and a no sign stand below a rectangular panel labeled Earth with a globe and two incoming objects shown moving toward it.,stop|Earth|No,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:37:41.926769+00:00
human__P289_week2_3,participant,P289,69f51ac40b8325daeec5b518,draw-no-ai,darkness,week2,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/69f51ac40b8325daeec5b518/metaphor/2_darkness.png,A stick figure blows a horn or trumpet toward a large crowd of overlapping people or heads.,,uncertain,gpt-5.4-mini-2026-03-17,True,1000,1000,,2026-08-19T20:37:43.020861+00:00
human__P289_week2_4,participant,P289,69f51ac40b8325daeec5b518,draw-no-ai,magic,week2,4,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/69f51ac40b8325daeec5b518/metaphor/3_magic.png,"A person wearing a tall hat and glasses stands beside a rabbit sitting on a table or pedestal, holding a wand or pointer.",M|OGY,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:37:44.235892+00:00
human__P290_week1_1,participant,P290,69ff14a9f746a9d2108f74d0,draw-ai-many,struggle,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69ff14a9f746a9d2108f74d0/metaphor/0_struggle.png,A person lifts a barbell overhead with both hands.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:22:07.921614+00:00
human__P290_week1_2,participant,P290,69ff14a9f746a9d2108f74d0,draw-ai-many,disease,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69ff14a9f746a9d2108f74d0/metaphor/1_disease.png,A coronavirus particle with spike proteins on its surface.,coronavirus,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:22:09.013595+00:00
human__P290_week1_3,participant,P290,69ff14a9f746a9d2108f74d0,draw-ai-many,journey,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69ff14a9f746a9d2108f74d0/metaphor/2_journey.png,"A sailboat with a triangular sail floats on wavy water under a cloud, with a small person standing on the deck.",,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:22:10.145320+00:00
human__P290_week1_4,participant,P290,69ff14a9f746a9d2108f74d0,draw-ai-many,abyss,week1,4,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/69ff14a9f746a9d2108f74d0/metaphor/3_abyss.png,A person stands at the edge of a cliff above a steep drop with water below.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:22:11.255207+00:00
human__P290_week2_1,participant,P290,69ff14a9f746a9d2108f74d0,draw-ai-many,struggle,week2,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/69ff14a9f746a9d2108f74d0/metaphor/0_struggle.png,A person lifts a barbell overhead with both hands.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:38:07.557217+00:00
human__P290_week2_2,participant,P290,69ff14a9f746a9d2108f74d0,draw-ai-many,disease,week2,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/69ff14a9f746a9d2108f74d0/metaphor/1_disease.png,"A round face with X-shaped eyes and a wavy mouth, with a small mark beside it.",,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:38:08.495442+00:00
human__P290_week2_3,participant,P290,69ff14a9f746a9d2108f74d0,draw-ai-many,journey,week2,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/69ff14a9f746a9d2108f74d0/metaphor/2_journey.png,A road leads toward a mountain range with the sun rising or setting between the peaks and two clouds overhead.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:38:09.734696+00:00
human__P290_week2_4,participant,P290,69ff14a9f746a9d2108f74d0,draw-ai-many,abyss,week2,4,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/69ff14a9f746a9d2108f74d0/metaphor/3_abyss.png,A person stands at the edge of a cliff or ledge beside a steep drop with a spiral path or slide descending below.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:38:10.833863+00:00
human__P297_week1_0,participant,P297,6a4395a81fed13bab18d322c,draw-ai-fewer,disease,week1,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/6a4395a81fed13bab18d322c/metaphor/0_disease.png,A person coughs while three germ shapes float nearby and a medicine bottle with a cross sits at the lower right.,cough,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:24:56.739498+00:00
